theta_deg,alpha_deg,D0,beta_deg,W_analytic,W_3d,rel_err
139.72289025838805,2.185332300364516,121.22909433206962,35.72613984279114,663.7839944314088,663.7839944314088,0.0
109.10048704585739,1.5639753810415555,104.13366373635549,213.48066211035672,292.68645265379877,292.6864526537987,1.94212674845066e-16
131.357400640305,0.9021621840314642,89.64469437838133,104.20142161168096,397.18807318477496,397.1880731847749,1.4311461672305558e-16
131.86276380949948,2.0796348222676273,57.46810741422451,154.5058755152737,257.6680737586163,257.66807375861634,2.2060714791565125e-16
138.79045050784785,0.4635704935156711,166.4946637329695,79.6425937959264,886.1048004899966,886.1048004899967,1.2829953935330186e-16
93.86125144299841,0.4884030504052639,113.60342916041328,182.66599219207848,243.05888795807402,243.058887958074,1.1693342987443667e-16
105.87282048369295,0.3860990237788711,113.3499944804723,288.8719948457475,300.17487642081824,300.17487642081824,0.0
135.977770344903,1.0388688492892848,132.45866111869898,99.36765113719437,656.7186495488907,656.7186495488908,1.7311346007869446e-16
123.79347824917147,2.8745065493804844,110.69620851602511,2.505422064168199,414.5823657394503,414.5823657394503,0.0
104.29124677828085,1.6848371851521688,98.63223386641066,277.0525385712548,254.28091757086668,254.28091757086665,1.1177287584894387e-16
109.47715124132847,2.1921812955557773,58.8478754508301,53.73011477454423,166.86240023784188,166.86240023784188,0.0
101.51097796920595,2.8752031326160292,62.79821130918491,351.2918295717195,153.77017308444832,153.77017308444832,0.0
98.34805753308858,0.3895220963683108,66.88352924229756,187.02088981144598,154.8288852834296,154.8288852834296,0.0
97.67182144894912,0.44291305810141546,57.80345475531175,352.9602147517268,132.22404602617533,132.22404602617533,0.0
138.7045850412414,1.1136178407114292,96.05672230935019,219.24241404904163,510.40228309905547,510.4022830990555,1.1136983658393279e-16
111.19479246517531,2.1474084256061006,101.44836491873546,114.78014985634792,297.2005425059907,297.20054250599077,1.9126283680879286e-16
93.15719472965941,0.640719863179209,174.08913549688376,301.5690886164004,367.96680712109435,367.9668071210944,1.5447974589213798e-16
114.57932422265233,1.7099063177902236,199.81019976331828,202.09359987545776,622.4552339162615,622.4552339162614,1.82642592634879e-16
104.41716869157153,1.2133463815625696,95.96637370702202,4.153335809511427,247.516031468599,247.51603146859907,2.29655503619447e-16
100.58081653965792,2.853937076279164,115.54004117010655,227.57942868345592,278.9786632728434,278.97866327284345,2.0375543489221854e-16
100.37161904547251,0.3857572742537349,78.41580620522306,144.88010926772114,188.14585130820612,188.14585130820612,0.0
118.9510264543729,0.36435540859924165,81.46781799852025,9.737276525407255,276.3407697377015,276.34076973770163,4.1140088677297167e-16
119.54251308824963,0.29283048331818284,169.07683639038802,306.93354291107516,580.3696907669564,580.3696907669564,0.0
134.40322454984755,2.585562883192569,113.58917838327119,62.74916119730931,545.8935389124946,545.8935389124946,0.0
95.49164778182592,2.122672048476777,129.76407401877935,203.64837443156532,285.784480843623,285.784480843623,0.0
114.81510694280674,1.6926264908240005,173.45862184435623,144.88615904703087,543.0792035308295,543.0792035308297,2.0933749070574055e-16
104.50661317567683,2.4287722689359805,180.55342443693152,350.1365449971236,466.48496215626113,466.48496215626125,2.4370954466809516e-16
114.29257260229758,2.2084130344912802,184.6899671273798,359.2865073597881,571.9874960522098,571.9874960522097,1.9875755764989476e-16
137.4259739730054,0.6810588543188272,151.06597820116943,126.49310729872767,775.9499230832266,775.9499230832266,0.0
136.32545100421348,2.7057424869917717,191.05672982401362,75.07903419921644,967.1050977783373,967.105097778337,2.3510751413218865e-16
128.00503676752896,1.5731774826474139,121.41351374306079,322.65998392727306,498.5755380433797,498.57553804337977,1.14011648232654e-16
129.10129966519236,1.3529744318016141,92.51751605031527,323.22820560729593,389.2005984355604,389.2005984355603,1.46051725226778e-16
103.89539737095093,2.8231729308495686,129.2603576535248,91.9297790459657,331.9866003242265,331.9866003242266,1.7122202765199945e-16
115.88107661509032,1.451555481077547,113.60621354960372,339.2088910072413,362.8670935759493,362.8670935759493,0.0
130.22907430903734,0.5359942642359417,101.64829390767895,108.53686342482077,438.43367328829186,438.4336732882918,1.2965112472880398e-16
128.3005244897721,1.5321367885213129,82.4987647815493,124.27946224546197,341.3525043936461,341.3525043936461,0.0
118.68309126100124,2.318163438137417,88.33901638631201,39.949988952802535,298.7269309186265,298.72693091862646,1.9028555171107832e-16
132.57099007519292,2.643752363609359,120.30884889314873,4.135472192643177,547.8001129909087,547.8001129909086,2.0753343240639822e-16
132.6012830686982,2.165136851001783,173.36997836261284,184.03133384460398,789.9514526170183,789.9514526170184,1.4391623351660992e-16
108.55591844607419,0.20710298678268277,79.43076420288392,206.87394237550083,220.9012765585448,220.9012765585448,0.0
112.85513872610562,1.8646562620874851,90.89572975527145,19.531576044141,273.99389657111493,273.99389657111493,0.0
105.05912091047192,1.3954186877589319,161.2263713401128,327.48259165301823,420.83669213845053,420.83669213845053,0.0
130.52643573778977,1.0426704675582952,98.90881728805743,42.459061172491374,429.69808978901744,429.69808978901756,2.645737563726114e-16
114.68910317761154,1.9439056043530916,94.25023147600544,241.6310724830836,294.8939287875718,294.8939287875717,1.9275886449922625e-16
118.14894102242977,1.762044593540441,91.8827723127071,59.13997481071502,307.44390817015903,307.44390817015915,3.697807460172359e-16
